bin_id	assembly	accession	n_contigs	bin_bp	bin_n50	ref_len	covered_ref_bp	contam_bp	unaligned_bp	bin_bp_per_covered_ref_bp	true_completeness	true_contamination	true_contamination_upper	in_mock1	bin_fasta	organism	kingdom	gtdb_phylum	genome_status	gc_pct	mock1_pct	split	leakage_free	ref_nseq	genome_id	magicc_completeness	magicc_contamination	checkm2_completeness	checkm2_contamination	cocopye_completeness	cocopye_contamination	deepcheck_completeness	deepcheck_contamination
mgiseq_2000__GCA_000008665.1	mgiseq_2000	GCA_000008665.1	2590	1752686	830	2178400	1700894	394	53925	1.0304	78.079967	0.018087	2.493527	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000008665.1.fasta	Archaeoglobus fulgidus	Archaea	Halobacteriota	Complete	48.6	1.168267837618576	train	False	1	mgiseq_2000__GCA_000008665.1	82.65195	0.20056963	46.27	2.6	97.69639353925432	20.188735073975632	42.898014068603516	5.5596699714660645
mgiseq_2000__GCA_000012825.1	mgiseq_2000	GCA_000012825.1	6344	3684725	688	5163189	3547725	5131	130992	1.0386	68.711895	0.099377	2.636413	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000012825.1.fasta	Phocaeicola vulgatus	Bacteria	Bacteroidota	Complete	42.2	0.4692441753857262	none	True	1	mgiseq_2000__GCA_000012825.1	76.282455	0.110548735	48.23	0.85	86.36097023606986	25.5262168186905	46.091983795166016	3.2727692127227783
mgiseq_2000__GCA_000020325.1	mgiseq_2000	GCA_000020325.1	2257	1307699	698	1838442	1258104	1696	45967	1.0394	68.433162	0.092252	2.592576	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000020325.1.fasta	Sulfurihydrogenibium sp000020325	Bacteria	Aquificota	Complete	32.0	0.6921505889417947	train	False	1	mgiseq_2000__GCA_000020325.1	69.65573	6.7982883	47.66	0.52	84.47828919108846	25.16426057453473	42.785579681396484	3.4053518772125244
mgiseq_2000__GCA_000007985.2	mgiseq_2000	GCA_000007985.2	5038	2278130	501	3814128	2166184	4061	111266	1.0517	56.793689	0.106473	3.023679	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000007985.2.fasta	Geobacter sulfurreducens	Bacteria	Desulfobacterota	Complete	60.9	0.5871731729158559	train	False	1	mgiseq_2000__GCA_000007985.2	57.045017	0.5548209	38.94	2.34	72.90776983697968	24.35399354098495	32.855525970458984	4.831286430358887
mgiseq_2000__GCA_000022325.1	mgiseq_2000	GCA_000022325.1	3005	1673019	666	2931662	1603920	390	62647	1.0431	54.710263	0.013303	2.150214	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000022325.1.fasta	Caldicellulosiruptor bescii	Bacteria	Firmicutes_A	Complete	35.2	0.214992735486677	none	True	3	mgiseq_2000__GCA_000022325.1	61.070473	0.14581382	40.89	2.4	71.50302138408959	26.663505224083337	40.80894470214844	1.888870120048523
mgiseq_2000__GCA_000011585.1	mgiseq_2000	GCA_000011585.1	1768	930183	631	1661137	889286	329	38319	1.046	53.534778	0.019806	2.326599	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000011585.1.fasta	Methanococcus maripaludis	Archaea	Methanobacteriota_A	Complete	33.1	0.4596159247507687	train	False	1	mgiseq_2000__GCA_000011585.1	52.832165	0.0775367	20.79	0.89	63.71556309577397	26.73274732325362	18.81679916381836	1.1518769264221191
mgiseq_2000__GCA_000016065.1	mgiseq_2000	GCA_000016065.1	5131	2378533	514	4602594	2269240	1921	106767	1.0482	49.303501	0.041737	2.361451	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000016065.1.fasta	Shewanella loihica	Bacteria	Proteobacteria (g)	Complete	53.7	0.55325101249311	train	False	1	mgiseq_2000__GCA_000016065.1	54.42607	0.054386258	30.53	0.68	64.13170316923645	24.457933611146903	26.200828552246094	1.866721749305725
mgiseq_2000__GCA_000015865.1	mgiseq_2000	GCA_000015865.1	4550	1988638	468	3843301	1892678	1353	92949	1.0507	49.246156	0.035204	2.453672	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000015865.1.fasta	Ruminiclostridium thermocellum	Bacteria	Firmicutes_A	Complete	39.0	0.2688448965555986	train	False	1	mgiseq_2000__GCA_000015865.1	54.863674	0.2503395	33.55	3.49	69.22867487243933	17.22482459905884	31.091875076293945	1.28573477268219
mgiseq_2000__GCA_000013645.1	mgiseq_2000	GCA_000013645.1	11489	4934361	461	9731138	4658012	11980	261225	1.0593	47.867084	0.12311	2.807534	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000013645.1.fasta	Paraburkholderia xenovorans	Bacteria	Proteobacteria (g)	Complete	62.6	0.5751132729787753	none	True	3	mgiseq_2000__GCA_000013645.1	55.840057	0.7450491	35.96	0.32	65.36484350031273	15.681992540947128	30.240222930908203	2.200608730316162
mgiseq_2000__GCA_000022565.1	mgiseq_2000	GCA_000022565.1	4933	1993842	430	4127356	1882994	2959	107337	1.0589	45.622282	0.071692	2.672316	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000022565.1.fasta	Acidobacterium capsulatum	Bacteria	Acidobacteriota	Complete	60.5	0.1997803218085485	train	False	1	mgiseq_2000__GCA_000022565.1	51.925713	0.032535195	26.8	2.58	67.95449826233542	22.61059862279285	24.22185516357422	2.9391164779663086
mgiseq_2000__GCA_000017325.1	mgiseq_2000	GCA_000017325.1	2290	1562953	1377	5312910	1490095	223	48699	1.0489	28.046683	0.004197	0.920814	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000017325.1.fasta	Shewanella baltica	Bacteria	Proteobacteria (g)	Complete	46.3	1.3566218977486435	train	False	2	mgiseq_2000__GCA_000017325.1	50.102886	0.04415512	25.75	1.72	55.39777390882479	4.43310042567076	16.11746597290039	0.2891652286052704
mgiseq_2000__GCA_000011065.1	mgiseq_2000	GCA_000011065.1	5120	1745493	348	6293399	1641029	1850	103094	1.0637	26.075401	0.029396	1.667525	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000011065.1.fasta	Bacteroides thetaiotaomicron	Bacteria	Bacteroidota	Complete	42.9	0.3235098144670962	none	True	2	mgiseq_2000__GCA_000011065.1	50.25804	0.62024	30.12	2.79	59.1851121072536	11.85323964431217	22.068817138671875	1.5836704969406128
mgiseq_2000__GCA_000018265.1	mgiseq_2000	GCA_000018265.1	4506	1513985	344	5786361	1371496	16033	123815	1.1039	23.70222	0.277083	2.416856	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000018265.1.fasta	Micromonospora arenicola	Bacteria	Actinobacteriota	Complete	69.5	0.3905638725665548	none	True	1	mgiseq_2000__GCA_000018265.1	50.245613	0.19847453	19.9	0.64	62.421129068917125	12.58514243102474	17.671165466308594	3.119997024536133
mgiseq_2000__GCA_000021645.1	mgiseq_2000	GCA_000021645.1	1333	433580	332	1855560	406962	629	26029	1.0654	21.932031	0.033898	1.436655	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000021645.1.fasta	Dictyoglomus turgidum	Bacteria	Dictyoglomota	Complete	34.0	0.6857645825164118	val	False	1	mgiseq_2000__GCA_000021645.1	50.096405	0.3101915	10.79	1.75	62.11393312088186	7.46476305322204	18.222158432006836	1.0751627683639526
mgiseq_2000__GCA_000008565.1	mgiseq_2000	GCA_000008565.1	1997	665493	330	3284156	618412	1732	45150	1.0761	18.830165	0.052738	1.42752	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000008565.1.fasta	Deinococcus radiodurans	Bacteria	Deinococcota	Complete	66.6	0.6198437959638331	train	False	4	mgiseq_2000__GCA_000008565.1	50.011177	0.2853483	13.04	0.95	57.62679287466298	3.2714054573935196	14.763733863830566	0.6498098373413086
mgiseq_2000__GCA_000016425.1	mgiseq_2000	GCA_000016425.1	1904	558855	291	5183331	496517	8511	53451	1.1256	9.57911	0.164199	1.195409	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000016425.1.fasta	Micromonospora tropica	Bacteria	Actinobacteriota	Complete	69.5	0.4909911943102475	train	False	1	mgiseq_2000__GCA_000016425.1	50.008366	0.6537944	6.59	3.68	57.52296157344009	5.647004238818639	12.929254531860352	0.7885947823524475
mgiseq_2000__GCA_000007225.1	mgiseq_2000	GCA_000007225.1	634	179463	277	2222430	166430	64	13116	1.0783	7.48865	0.00288	0.593045	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000007225.1.fasta	Pyrobaculum aerophilum	Archaea	Thermoproteota	Complete	51.4	0.2290245053808944	train	False	1	mgiseq_2000__GCA_000007225.1	50.002308	0.0029176474	5.15	0.03	57.56228069113588	0.0	21.088472366333008	5.4440016746521
mgiseq_2000__GCA_000195675.1	mgiseq_2000	GCA_000195675.1	1439	405350	279	5339179	369924	2987	32436	1.0958	6.928481	0.055945	0.663454	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000195675.1.fasta	Bordetella pertussis	Bacteria	Proteobacteria (g)	Complete	68.1	0.4766564636270562	train	False	1	mgiseq_2000__GCA_000195675.1	50.000824	0.0024080276	8.02	1.47	58.29433769495274	0.90288596871878	11.163726806640625	0.7350754141807556
mgiseq_2000__GCA_000172575.2	mgiseq_2000	GCA_000172575.2	709	197244	276	2739625	183401	350	13965	1.0755	6.694383	0.012775	0.522517	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000172575.2.fasta	Enterococcus faecalis	Bacteria	Firmicutes	Complete	37.4	0.1523040304414984	none	True	1	mgiseq_2000__GCA_000172575.2	50.003643	0.0026851892	6.01	0.0	57.82459162915784	0.0	15.019891738891602	1.7602711915969849
mgiseq_2000__GCA_000011205.1	mgiseq_2000	GCA_000011205.1	375	101173	265	2694756	93624	0	7888	1.0806	3.474303	0.0	0.292717	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000011205.1.fasta	Sulfurisphaera tokodaii	Archaea	Thermoproteota	Complete	32.8	0.0754060639249868	train	False	1	mgiseq_2000__GCA_000011205.1	50.000805	0.00081658363	4.91	0.0	57.54460207915297	0.0	16.871047973632812	2.7234647274017334
mgiseq_2000__GCA_000007305.1	mgiseq_2000	GCA_000007305.1	260	71549	271	1908256	65951	285	5224	1.0849	3.456088	0.014935	0.288693	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_2000/GCA_000007305.1.fasta	Pyrococcus furiosus	Archaea	Methanobacteriota_B	Complete	40.8	0.4018349459160483	train	False	1	mgiseq_2000__GCA_000007305.1	50.000225	2.9802322e-05	3.39	0.0	58.519907584575314	0.0	17.45224952697754	1.3577871322631836
mgiseq_2000__GCA_000328665.1	mgiseq_2000	GCA_000328665.1	179	48026	257	2714013	44798	0	3519	1.0721	1.650618	0.0	0.12966	True		Methanomethylovorans hollandica	Archaea	Halobacteriota	Complete	41.8	0.04695488297912	test	True	2	mgiseq_2000__GCA_000328665.1								
mgiseq_2000__GCA_000308215.1	mgiseq_2000	GCA_000308215.1	156	39391	246	2620233	36390	0	3245	1.0825	1.388808	0.0	0.123844	True		Methanomassiliicoccus luminyensis	Archaea	Thermoplasmatota	Draft	60.5	0.0582814043695031	none	True	26	mgiseq_2000__GCA_000308215.1								
mgiseq_2000__GCA_000011965.2	mgiseq_2000	GCA_000011965.2	166	42116	248	4601048	38563	328	3225	1.0921	0.838135	0.007129	0.077222	True		Ruegeria pomeroyi	Bacteria	Proteobacteria (a)	Complete	64.1	0.0665347622867531	none	True	2	mgiseq_2000__GCA_000011965.2								
mgiseq_2000__GCA_000019785.1	mgiseq_2000	GCA_000019785.1	115	28720	241	4909403	25303	753	2702	1.135	0.515399	0.015338	0.070375	True		Leptothrix cholodnii	Bacteria	Proteobacteria (g)	Complete	68.9	0.0497648384369662	test	True	1	mgiseq_2000__GCA_000019785.1								
mgiseq_2000__GCA_000019625.1	mgiseq_2000	GCA_000019625.1	9	7152	4493	1877693	6859	0	239	1.0427	0.365289	0.0	0.012728	False		Thermotoga maritima	Bacteria	Thermotogota	Complete	46.2		train	False	1	mgiseq_2000__GCA_000019625.1								
mgiseq_2000__GCA_000025665.1	mgiseq_2000	GCA_000025665.1	21	5126	241	1486778	4686	0	440	1.0939	0.315178	0.0	0.029594	True		Aciduliprofundum boonei	Archaea	Thermoplasmatota	Complete	39.2	0.0342524180009193	val	False	1	mgiseq_2000__GCA_000025665.1								
mgiseq_2000__GCA_000025685.1	mgiseq_2000	GCA_000025685.1	37	9450	248	4012900	8577	0	873	1.1018	0.213736	0.0	0.021755	True		Haloferax volcanii	Archaea	Halobacteriota	Complete	65.5	0.0482710050942355	train	False	5	mgiseq_2000__GCA_000025685.1								
mgiseq_2000__GCA_000007345.1	mgiseq_2000	GCA_000007345.1	38	9027	235	5751492	8304	0	730	1.0871	0.14438	0.0	0.012692	True		Methanosarcina acetivorans	Archaea	Halobacteriota	Complete	42.7	0.1769944593465906	train	False	1	mgiseq_2000__GCA_000007345.1								
mgiseq_2000__GCA_000016385.1	mgiseq_2000	GCA_000016385.1	9	2302	257	2121076	2096	0	206	1.0983	0.098818	0.0	0.009712	True		Pyrobaculum arsenaticum	Archaea	Thermoproteota	Complete	55.1	0.0479935628541743	train	False	1	mgiseq_2000__GCA_000016385.1								
mgiseq_2000__GCA_000243155.3	mgiseq_2000	GCA_000243155.3	12	2905	235	4321753	2863	0	221	1.0147	0.066246	0.0	0.005114	True		Desulfitobacterium dehalogenans	Bacteria	Firmicutes_B	Complete	45.0	0.0035346592464837	none	True	1	mgiseq_2000__GCA_000243155.3								
mgiseq_2000__GCA_000144915.1	mgiseq_2000	GCA_000144915.1	4	886	214	1496453	754	0	132	1.1751	0.050386	0.0	0.008821	True		Acidilobus saccharovorans	Archaea	Thermoproteota	Complete	57.2	0.0341604652009168	train	False	1	mgiseq_2000__GCA_000144915.1								
mgiseq_2000__GCA_000005845.2	mgiseq_2000	GCA_000005845.2	2	461	236	4641652	420	0	41	1.0976	0.009049	0.0	0.000883	False		Escherichia coli	Bacteria	Proteobacteria (g)	Complete	50.8		none	True	1	mgiseq_2000__GCA_000005845.2								
mgiseq_2000__GCA_000020645.1	mgiseq_2000	GCA_000020645.1	1	75	75	3018238	58	0	17	1.2931	0.001922	0.0	0.000563	False		Pelodictyon phaeoclathratiforme	Bacteria	Bacteroidota	Complete	48.1		train	False	1	mgiseq_2000__GCA_000020645.1								
mgiseq_2000__GCA_002563335.1	mgiseq_2000	GCA_002563335.1	1	209	209	6342489	82	0	127	2.5488	0.001293	0.0	0.002002	False		Pseudomonas aeruginosa ATCC 9027	Bacteria	Proteobacteria (g)	Draft	66.6		none	True	59	mgiseq_2000__GCA_002563335.1								
mgiseq_t7__GCA_000010305.1	mgiseq_t7	GCA_000010305.1	14	4635602	782242	4636964	4634221	0	537	1.0003	99.940845	0.0	0.011581	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000010305.1.fasta	Gemmatimonas aurantiaca	Bacteria	Gemmatimonadota	Complete	64.3	2.414901248417184	train	False	1	mgiseq_t7__GCA_000010305.1	99.175735	1.5143961	99.95	0.85	97.73538392849676	0.0	99.36167907714844	1.2151412963867188
mgiseq_t7__GCA_000017945.1	mgiseq_t7	GCA_000017945.1	9	1296794	263088	1297538	1296473	0	197	1.0002	99.917921	0.0	0.015183	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000017945.1.fasta	Ignicoccus hospitalis	Archaea	Thermoproteota	Complete	56.5	2.8386032717915723	train	False	1	mgiseq_t7__GCA_000017945.1	99.96611	0.45440495	99.92	0.19	99.31738987315609	0.0	97.9563980102539	-0.11996105313301086
mgiseq_t7__GCA_000021565.1	mgiseq_t7	GCA_000021565.1	9	1978042	1063407	1983966	1978521	0	249	0.9998	99.72555	0.0	0.012551	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000021565.1.fasta	Persephonella marina	Bacteria	Aquificota	Complete	37.1	2.806237421402552	val	False	2	mgiseq_t7__GCA_000021565.1	99.938095	2.0183504	100.0	0.41	98.95756932103752	0.8117072459345099	99.13538360595703	0.5474902391433716
mgiseq_t7__GCA_000011105.1	mgiseq_t7	GCA_000011105.1	25	1735020	175736	1738505	1733234	0	2169	1.001	99.696808	0.0	0.124762	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000011105.1.fasta	Pyrococcus horikoshii	Archaea	Methanobacteriota_B	Complete	41.9	5.855518337574474	train	False	1	mgiseq_t7__GCA_000011105.1	99.6976	0.70610344	99.91	0.17	100.0	0.0	97.74271392822266	-0.02144351601600647
mgiseq_t7__GCA_000016085.1	mgiseq_t7	GCA_000016085.1	38	1979389	251767	1966858	1956028	0	876	1.0119	99.449376	0.0	0.044538	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000016085.1.fasta	Chlorobium phaeovibrioides	Bacteria	Bacteroidota	Complete	53.0	1.2939175424119185	none	True	1	mgiseq_t7__GCA_000016085.1	99.976074	0.13801754	100.0	0.27	100.0	0.0	99.29073333740234	-0.4156649112701416
mgiseq_t7__GCA_000091665.1	mgiseq_t7	GCA_000091665.1	57	1734358	109173	1739927	1730129	0	1068	1.0024	99.436873	0.0	0.061382	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000091665.1.fasta	Methanocaldococcus jannaschii	Archaea	Methanobacteriota_A	Complete	31.3	5.645801351648397	train	False	3	mgiseq_t7__GCA_000091665.1	99.8199	0.14327466	99.94	0.12	100.0	0.48487961253231	98.09996795654297	0.1040831208229065
mgiseq_t7__GCA_000018945.1	mgiseq_t7	GCA_000018945.1	59	1875688	114017	1884562	1872619	0	1126	1.0016	99.366272	0.0	0.059749	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000018945.1.fasta	Thermotoga neapolitana	Bacteria	Thermotogota	Complete	46.9	1.6074819757894294	test	True	1	mgiseq_t7__GCA_000018945.1	99.50092	0.18434227	99.99	0.51	99.56989942760076	1.25921434996474	98.33146667480469	-0.10180249810218811
mgiseq_t7__GCA_000166095.1	mgiseq_t7	GCA_000166095.1	59	1233223	68031	1243342	1230575	0	1133	1.0022	98.973171	0.0	0.091125	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000166095.1.fasta	Methanothermus fervidus	Archaea	Methanobacteriota	Complete	31.6	7.183339758983122	val	False	1	mgiseq_t7__GCA_000166095.1	62.606606	16.373194	99.89	0.1	100.0	0.0	98.95728302001953	-0.14155730605125427
mgiseq_t7__GCA_000196115.1	mgiseq_t7	GCA_000196115.1	216	7068753	155974	7145576	7068410	0	4351	1.0	98.920087	0.0	0.060891	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000196115.1.fasta	Rhodopirellula baltica	Bacteria	Planctomycetota	Complete	55.4	1.3177841732417428	none	True	1	mgiseq_t7__GCA_000196115.1	96.21059	0.05505085	99.95	3.13	99.21515963824751	0.0	97.98321533203125	0.772296667098999
mgiseq_t7__GCA_000018565.1	mgiseq_t7	GCA_000018565.1	252	6702852	128321	6785430	6690271	0	5763	1.0019	98.597598	0.0	0.084932	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000018565.1.fasta	Herpetosiphon aurantiacus	Bacteria	Chloroflexota	Complete	50.9	1.650232403204518	train	False	3	mgiseq_t7__GCA_000018565.1	99.69069	1.8128067	99.98	0.59	92.27156200476337	4.3368847849947105	99.52964782714844	-0.3826357424259186
mgiseq_t7__GCA_000006985.1	mgiseq_t7	GCA_000006985.1	290	2127745	12647	2154946	2116685	26	8185	1.0052	98.224503	0.001207	0.38103	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000006985.1.fasta	Chlorobaculum tepidum	Bacteria	Bacteroidota	Complete	56.5	0.2432820526872879	test	True	1	mgiseq_t7__GCA_000006985.1	99.49381	0.32691658	99.79	0.95	100.0	0.54654382002159	98.80924987792969	0.11923015117645264
mgiseq_t7__GCA_000020465.1	mgiseq_t7	GCA_000020465.1	213	2704943	77591	2763181	2709025	40	7569	0.9985	98.040085	0.001448	0.275371	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000020465.1.fasta	Chlorobium limicola	Bacteria	Bacteroidota	Complete	51.3	2.320980079770457	val	False	1	mgiseq_t7__GCA_000020465.1	99.87506	5.466193	100.0	0.07	100.0	0.0	99.68672180175781	-0.36905109882354736
mgiseq_t7__GCA_001481685.1	mgiseq_t7	GCA_001481685.1	388	1379706	5789	1394664	1365751	102	11117	1.0102	97.926884	0.007314	0.804423	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_001481685.1.fasta	Ignicoccus islandicus	Archaea	Thermoproteota	Complete	44.9	1.095389379111179	train	False	1	mgiseq_t7__GCA_001481685.1	99.370224	0.5131632	90.2	0.14	94.10685440946314	6.518962365921039	89.33014678955078	2.020110845565796
mgiseq_t7__GCA_000016125.1	mgiseq_t7	GCA_000016125.1	575	1792261	5245	1789046	1747029	476	21993	1.0259	97.65143	0.026606	1.255921	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000016125.1.fasta	Methanococcus maripaludis	Archaea	Methanobacteriota_A	Complete	33.0	1.1540467948482065	train	False	2	mgiseq_t7__GCA_000016125.1	99.72328	0.48701465	88.27	1.3	99.85668509741113	16.55486534417517	88.1374740600586	1.8003963232040405
mgiseq_t7__GCA_002952055.1	mgiseq_t7	GCA_002952055.1	221	2703169	71066	2774417	2698086	0	4062	1.0019	97.248755	0.0	0.146409	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_002952055.1.fasta	Desulfobulbus oralis	Bacteria	Desulfobacterota	Complete	59.8	7.350049552255035	train	False	1	mgiseq_t7__GCA_002952055.1	99.93095	1.8628418	99.99	0.2	97.20823684050607	0.0	98.36732482910156	0.07045269012451172
mgiseq_t7__GCA_001639275.1	mgiseq_t7	GCA_001639275.1	426	2095869	34738	2140433	2078346	0	8179	1.0084	97.099325	0.0	0.382119	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_001639275.1.fasta	Methanobrevibacter oralis DSM 7256	Archaea	Methanobacteriota	Draft	28.0	0.7611079349437925	none	True	136	mgiseq_t7__GCA_001639275.1	99.80284	1.4007628	99.84	0.53	98.43213112088108	0.0	99.09867858886719	-0.08214861154556274
mgiseq_t7__GCA_003019295.1	mgiseq_t7	GCA_003019295.1	419	2118098	9818	2180101	2105527	117	10996	1.006	96.579333	0.005367	0.509747	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_003019295.1.fasta	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Fusobacteriota	Complete	27.2	2.808871546527448	train	False	1	mgiseq_t7__GCA_003019295.1	99.54392	1.6521871	97.73	0.82	100.0	3.6964159197877002	95.59090423583984	0.14509782195091248
mgiseq_t7__GCA_000009145.1	mgiseq_t7	GCA_000009145.1	172	2710763	45789	2812094	2714141	0	3357	0.9988	96.516724	0.0	0.119377	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000009145.1.fasta	Nitrosomonas europaea	Bacteria	Proteobacteria (g)	Complete	50.7	5.683429495108962	none	True	1	mgiseq_t7__GCA_000009145.1	91.73341	0.20504892	100.0	0.36	100.0	0.0	97.6211166381836	0.04605129361152649
mgiseq_t7__GCA_000009225.1	mgiseq_t7	GCA_000009225.1	2900	6540627	3663	6722539	6404026	8310	90256	1.0213	95.262013	0.123614	1.466202	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000009225.1.fasta	Pseudomonas fluorescens	Bacteria	Proteobacteria (g)	Complete	60.0	1.069308679608532	none	True	1	mgiseq_t7__GCA_000009225.1	99.94959	0.67895055	91.78	7.09	97.78546814347597	15.800844622608128	86.02017974853516	5.820316791534424
mgiseq_t7__GCA_000016545.1	mgiseq_t7	GCA_000016545.1	255	2831786	57580	2970275	2823219	96	7688	1.003	95.049078	0.003232	0.262063	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000016545.1.fasta	Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes_A	Complete	35.3	0.8910815662438224	none	True	1	mgiseq_t7__GCA_000016545.1	99.87951	2.6763587	99.99	0.06	100.0	0.0	98.93775939941406	0.5800224542617798
mgiseq_t7__GCA_000020785.1	mgiseq_t7	GCA_000020785.1	830	1507568	3020	1559514	1480574	1222	22686	1.0182	94.938167	0.078358	1.533042	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000020785.1.fasta	Hydrogenobaculum sp000020785	Bacteria	Aquificota	Complete	34.8	1.6318937727031608	train	False	1	mgiseq_t7__GCA_000020785.1	99.90965	1.1649191	88.83	1.82	99.17434730615828	15.98218458665609	84.689697265625	1.8834322690963745
mgiseq_t7__GCA_000019085.1	mgiseq_t7	GCA_000019085.1	151	2248034	77418	2362816	2242868	0	2818	1.0023	94.923515	0.0	0.119264	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000019085.1.fasta	Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes_A	Complete	34.5	2.4816006004718845	train	False	1	mgiseq_t7__GCA_000019085.1	99.75925	0.31523407	100.0	0.7	99.68985675826804	0.0	99.89273834228516	0.25143250823020935
mgiseq_t7__GCA_000016785.1	mgiseq_t7	GCA_000016785.1	52	1728514	103109	1823511	1726870	0	1096	1.001	94.700279	0.0	0.060104	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000016785.1.fasta	Thermotoga petrophila	Bacteria	Thermotogota	Complete	46.1	6.950263060905706	train	False	1	mgiseq_t7__GCA_000016785.1	99.7794	0.811702	99.78	0.39	98.66361120408116	0.76820659044199	97.12659454345703	0.20140185952186584
mgiseq_t7__GCA_000010505.1	mgiseq_t7	GCA_000010505.1	287	2221516	35850	2354886	2216178	0	5749	1.0024	94.109779	0.0	0.244131	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000010505.1.fasta	Porphyromonas gingivalis	Bacteria	Bacteroidota	Complete	48.4	2.17006694673482	train	False	1	mgiseq_t7__GCA_000010505.1	99.94539	0.22598505	99.99	0.05	100.0	0.11339158694326	98.99087524414062	-0.233585387468338
mgiseq_t7__GCA_000007565.2	mgiseq_t7	GCA_000007565.2	3902	5819056	2317	6181873	5661497	14534	115468	1.0278	91.582228	0.235107	2.102955	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000007565.2.fasta	Pseudomonas putida	Bacteria	Proteobacteria (g)	Complete	61.5	1.4824978587194015	none	True	1	mgiseq_t7__GCA_000007565.2	96.96648	0.66158473	88.32	3.37	97.6724246933236	20.423281369324688	81.22213745117188	4.990087509155273
mgiseq_t7__GCA_000015805.1	mgiseq_t7	GCA_000015805.1	1600	1885866	1645	2009313	1831857	1204	47393	1.0295	91.168325	0.059921	2.418588	True	/path/to/magicc/data/real_data/meslier2022/bins/mgiseq_t7/GCA_000015805.1.fasta	Pyrobaculum calidifontis	Archaea	Thermoproteota	Complete	57.2	2.5449546574683057	val	False	1	mgiseq_t7__GCA_000015805.1	99.546616	0.12112856	66.74	1.61	97.11551837147628	19.04892830010456	72.28236389160156	5.129662990570068
