set	set_label	status	tier	subset	tool	tool_label	tool_role	metric	n	n_clusters	clustered_bootstrap	true_value_variance	true_value_constant	mae	mae_ci_lo	mae_ci_hi	bias	bias_ci_lo	bias_ci_hi	rmse	rmse_ci_lo	rmse_ci_hi	r2	r2_ci_lo	r2_ci_hi	r2_pearson_sq	r2_omitted_reason
set_E	Set E (realistic mixture)	current	primary	all	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	contamination	1000	785	True	1084.7911044824548	False	5.657874715238257	5.169447918592175	6.154653725730208	-3.118245101980753	-3.686551353909723	-2.5198113510350715	9.701062069830678	8.838092580903366	10.52465299672042	0.9132454120486112	0.8984087869474149	0.9271389694141892	0.9265464350744782	
set_E	Set E (realistic mixture)	current	primary	all	checkm2	CheckM2 1.0.1	competitor	contamination	1000	785	True	1084.7911044824548	False	18.47213818642574	17.153363211656135	19.7852277274684	-16.895327377777253	-18.28546719482568	-15.459541434570063	27.50248508168769	26.01945273239224	28.94920944340092	0.3027351694321644	0.2282813171775566	0.3731912085211271	0.5664591210670202	
set_E	Set E (realistic mixture)	current	primary	all	cocopye	CoCoPyE 0.5.0	competitor	contamination	1000	785	True	1084.7911044824548	False	21.59654482821028	20.232310275934264	22.9494615022307	-20.60413793162173	-22.029113782770924	-19.206350637162192	31.21110694089254	29.84174529510269	32.538889130536674	0.1020084950451526	0.0433487082017592	0.1565793142294161	0.7284822270881791	
set_E	Set E (realistic mixture)	current	primary	all	deepcheck	DeepCheck	competitor	contamination	1000	785	True	1084.7911044824548	False	25.43113911968649	23.89693700889408	27.080507499978825	-17.876652731600558	-19.98141017409566	-15.720227779688008	37.48986949269264	34.88261196189826	40.257973949656495	-0.2956322270449247	-0.495519768429417	-0.1336760018892023	0.3150150956850048	
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	completeness	868	714	True	254.0344855109128	False	4.140112554134172	3.7923998315591314	4.510584154778617	-0.683532827551475	-1.1683736494537893	-0.2045533397207715	6.735895514227291	6.053973744500687	7.418121372400098	0.821393192789023	0.7825272316551751	0.8559737732225187	0.8232360248913859	
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	CheckM2 1.0.1	competitor	completeness	868	714	True	254.0344855109128	False	6.508935811263254	5.965923408644557	7.111694171630559	5.594913043416267	4.968500959206035	6.248380480619384	10.625101438335278	9.875473436910658	11.400942625404346	0.555600569946773	0.4838300377572336	0.6176571659211928	0.6803047310533902	
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	CoCoPyE 0.5.0	competitor	completeness	868	714	True	254.0344855109128	False	4.174922029637762	3.860811395647528	4.473931585688181	0.2522666185800247	-0.1633071939978456	0.6785038059143563	6.104505040996502	5.670114801236145	6.520498601862007	0.8533073896616651	0.8319766256828564	0.873183979971291	0.8617887801581414	
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	DeepCheck	competitor	completeness	868	714	True	254.0344855109128	False	9.262723160541766	8.678262513228276	9.92996549615769	7.608405041025207	6.89979537580148	8.363865207937163	13.0634909268326	12.277748518507964	13.872160284612228	0.3282219347022209	0.2332250352610757	0.4108725579209116	0.6222410602903795	
set_E	Set E (realistic mixture)	current	primary	in_domain	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	contamination	868	714	True	888.0584724558873	False	3.938528512942157	3.57224877406978	4.317893500359928	-1.0911156176954038	-1.5378759429157736	-0.6390501188782958	6.68092872610536	5.905978626973355	7.510216013694205	0.9497388854138578	0.9367259647625548	0.9604892415105636	0.9514750813457226	
set_E	Set E (realistic mixture)	current	primary	in_domain	checkm2	CheckM2 1.0.1	competitor	contamination	868	714	True	888.0584724558873	False	14.95173135028503	13.752260599037722	16.067326576451887	-13.188319487276624	-14.40708616796536	-11.908968904866033	23.038867480402832	21.535914887926037	24.42626996053485	0.4023035292803548	0.3319226718974306	0.4714331380010652	0.5984894866486282	
set_E	Set E (realistic mixture)	current	primary	in_domain	cocopye	CoCoPyE 0.5.0	competitor	contamination	868	714	True	888.0584724558873	False	16.604330649410983	15.316613339874424	17.868082471935708	-15.46100473168224	-16.763151187873376	-14.094108378933251	25.52379211765463	24.032340875166312	26.87757174837852	0.2664177142934597	0.2165213285320059	0.3175403547057472	0.7339970270546518	
set_E	Set E (realistic mixture)	current	primary	in_domain	deepcheck	DeepCheck	competitor	contamination	868	714	True	888.0584724558873	False	20.540838476354544	19.02499236571628	22.05783922660738	-15.990652648624785	-17.699665438377075	-14.238366323153766	30.58210510977434	28.28743479652336	32.82080811971235	-0.053157175967085	-0.2081337492456476	0.0843671505278162	0.3608407370431679	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	completeness	132	130	True	93.36377689460237	False	14.335382778618134	12.719791405456771	15.9630487907234	13.037808995342685	11.216239075292489	14.948899625815574	17.388520310587495	15.47586895516564	19.138378873974197	-2.238521926261043	-3.4613081507250008	-1.4022639982120515	0.1506248089723545	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	CheckM2 1.0.1	competitor	completeness	132	130	True	93.36377689460237	False	26.43757884274985	24.75664455582348	28.21160282653845	26.239856313524506	24.45727429004844	28.08895250799354	28.229116928434035	26.666649946934594	29.89281199983497	-7.53524856282106	-10.361196085184565	-5.704010626546803	0.1496081827135881	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	CoCoPyE 0.5.0	competitor	completeness	132	130	True	93.36377689460237	False	10.589409970527967	9.446555849754198	11.80575982754422	10.190479979083335	8.911011852738314	11.500829085877612	12.746457356199224	11.410304549188218	14.182364466541236	-0.7402056829472405	-1.417750184821832	-0.2820844460943638	0.403002985175893	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	DeepCheck	competitor	completeness	132	130	True	93.36377689460237	False	27.6867880183542	25.6015925147743	29.797188960896456	27.29260943140373	25.12880541767338	29.502420212302702	30.141224216839	28.232098354182583	32.02386813598877	-8.730683863778912	-11.846518296262056	-6.73875679388336	0.1554040638661733	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	contamination	132	130	True	142.63702490837193	False	16.96387853033685	15.040058007666389	18.856463043609576	-16.448157165311684	-18.46879951329084	-14.43391511529836	20.48051390592858	18.34965365246238	22.52489471002124	-1.9406912414247544	-3.000144101547833	-1.1728672518904764	0.3090237819348579	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	checkm2	CheckM2 1.0.1	competitor	contamination	132	130	True	142.63702490837193	False	41.621480108926825	37.66211794607921	45.38654189291252	-41.27171259712986	-45.18364204516797	-37.252917437747	47.32715551125287	43.80736644195249	50.65127222206423	-14.703213455448669	-19.61366465648549	-11.314971683674862	0.1068150286385958	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	cocopye	CoCoPyE 0.5.0	competitor	contamination	132	130	True	142.63702490837193	False	54.42413503425412	52.41422443406743	56.43121683570628	-54.42413503425412	-56.43121683570629	-52.41422443406743	55.6410625883762	53.7335393111495	57.508218770769616	-20.704938447449948	-26.886288408479132	-16.598817975869864	0.0610479414448588	
set_E	Set E (realistic mixture)	current	primary	out_of_domain	deepcheck	DeepCheck	competitor	contamination	132	130	True	142.63702490837193	False	57.58857062280872	51.94621293573465	63.86332448967179	-30.27853206510791	-39.88849765444718	-19.85098753343857	67.06397679458537	58.61027614561296	76.88902474760717	-30.531623618719383	-43.85945878872639	-21.7087504531952	0.0896383289285126	
